LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,GENDER,QUALIFICATION,MARRIED,defaulter,Id
500000.0,42,0.0,0.0,0.0,0.0,0.0,0.0,237066.0,,177859.0,159518,186563.0,168083,20000.0,50000.0,10000.0,50000.0,20000,50000.0,FEMALE,1,2.0,0,21
180000.0,32,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2930.0,3300.0,2860.0,4216,2609.0,9609,3300.0,2860.0,4216.0,2609.0,9700,6525.0,MALE,1,2.0,0,22
270000.0,42,0.0,0.0,0.0,0.0,0.0,0.0,17074.0,28137.0,32602.0,9462,8835.0,8054,15000.0,5000.0,5000.0,5000.0,5000,1500.0,FEMALE,2,1.0,0,23
20000.0,21,0.0,0.0,0.0,0.0,0.0,0.0,,20033.0,28679.0,14768,18192.0,20372,1510.0,1300.0,1086.0,3677.0,2500,573.0,FEMALE,2,2.0,0,24
150000.0,38,-1.0,,-1.0,0.0,0.0,0.0,5219.0,0.0,5200.0,1561,1633.0,230,0.0,5200.0,0.0,72.0,460,4487.0,FEMALE,2,2.0,0,25
20000.0,32,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,,0,0.0,0.0,0.0,0.0,0,0.0,FEMALE,3,2.0,1,26
60000.0,51,2.0,0.0,0.0,0.0,0.0,0.0,61349.0,61600.0,61952.0,60661,29095.0,17636,2900.0,3300.0,2000.0,900.0,889,21500.0,FEMALE,3,1.0,1,27
80000.0,39,2.0,2.0,2.0,2.0,0.0,0.0,78610.0,80666.0,82713.0,80838,49575.0,48354,3900.0,4000.0,0.0,,1800,1800.0,FEMALE,2,1.0,1,28
340000.0,32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,592.0,7102.0,7796.0,1653,6185.0,415,7102.0,7796.0,1653.0,6185.0,415,2247.0,FEMALE,1,2.0,0,29
,27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,390.0,390.0,390.0,390,390.0,380,390.0,390.0,390.0,390.0,380,400.0,FEMALE,2,2.0,0,30
170000.0,51,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-200.0,-200.0,-200.0,0,2769.0,0,0.0,0.0,200.0,2769.0,0,0.0,FEMALE,1,2.0,0,31
20000.0,40,0.0,0.0,0.0,0.0,0.0,,20441.0,20245.0,20070.0,20621,20347.0,20389,1700.0,1700.0,1600.0,700.0,710,,FEMALE,2,1.0,0,32
50000.0,21,0.0,,0.0,2.0,0.0,0.0,16370.0,15373.0,12065.0,10199,9261.0,6816,1524.0,2588.0,0.0,284.0,1000,1000.0,FEMALE,2,2.0,1,33
300000.0,48,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4886.0,FEMALE,3,1.0,1,34
180000.0,59,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,750.0,1576,,0,0.0,750.0,1576.0,1504.0,0,1000.0,FEMALE,2,1.0,0,35
50000.0,43,0.0,0.0,,0.0,0.0,0.0,3351.0,4368.0,5391.0,6401,6528.0,6664,1077.0,1100.0,1106.0,233.0,241,243.0,FEMALE,2,1.0,1,36
100000.0,35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,905.0,3450.0,1195.0,2775,890.0,2117,3450.0,1195.0,2775.0,890.0,2117,1072.0,FEMALE,1,1.0,0,37
260000.0,35,,,2.0,0.0,0.0,0.0,131971.0,139305.0,89200.0,79702,79025.0,79997,,0.0,3012.0,3000.0,3000,4000.0,FEMALE,1,1.0,0,38
230000.0,21,-1.0,0.0,0.0,0.0,-1.0,-1.0,5883.0,7923.0,5418.0,0,2000.0,987,,1000.0,,2000.0,987,1951.0,FEMALE,1,2.0,0,39
,27,2.0,,0.0,0.0,0.0,2.0,10622.0,11642.0,12635.0,15403,16657.0,16240,1500.0,1500.0,3000.0,1500.0,0,3000.0,FEMALE,1,2.0,1,40
20000.0,55,2.0,0.0,0.0,0.0,0.0,0.0,15794.0,16515.0,17827.0,17874,18288.0,18557,1281.0,1593.0,640.0,702.0,612,1000.0,MALE,2,1.0,1,41
400000.0,32,0.0,0.0,0.0,0.0,-1.0,0.0,212647.0,148816.0,129580.0,50790,49106.0,40591,6000.0,9353.0,10000.0,49106.0,2000,2000.0,MALE,2,1.0,0,42
210000.0,36,1.0,-2.0,-1.0,-1.0,,-1.0,0.0,0.0,517.0,-1,932.0,1066,0.0,517.0,0.0,933.0,1066,462.0,FEMALE,1,1.0,0,43
30000.0,40,2.0,,0.0,0.0,,2.0,9985.0,10688.0,11710.0,13030,13776.0,13415,1176.0,1198.0,1518.0,1264.0,0,1308.0,FEMALE,2,1.0,1,44
50000.0,55,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,9587.0,8845.0,8867,9074.0,9254,10587.0,331.0,317.0,350.0,331,500.0,FEMALE,3,2.0,0,45
260000.0,34,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1009.0,2403.0,1880.0,0,1000.0,0,2403.0,1880.0,,1000.0,0,189.0,FEMALE,1,1.0,0,46
230000.0,46,0.0,0.0,0.0,0.0,0.0,0.0,204625.0,205816.0,205294.0,194263,212257.0,206084,15006.0,15026.0,15000.0,20000.0,15030,15030.0,FEMALE,1,2.0,0,47
30000.0,39,2.0,2.0,2.0,2.0,2.0,2.0,20652.0,24993.0,24293.0,25896,26435.0,25859,4700.0,0.0,2010.0,1100.0,0,2100.0,FEMALE,3,1.0,0,48
200000.0,41,-1.0,-1.0,,0.0,0.0,-1.0,1435.0,,3783.0,2522,1261.0,1436,1270.0,4000.0,0.0,0.0,1436,1261.0,MALE,3,1.0,0,49
150000.0,23,1.0,-2.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0,741.0,0,,0.0,0.0,741.0,0,1669.0,FEMALE,4,1.0,0,50
50000.0,29,0.0,0.0,0.0,0.0,0.0,-2.0,44115.0,44619.0,38604.0,33570,0.0,0,1652.0,1906.0,1000.0,0.0,0,0.0,FEMALE,3,1.0,0,51
80000.0,32,2.0,0.0,0.0,0.0,0.0,2.0,79237.0,65301.0,67253.0,67352,74448.0,72928,3000.0,4005.0,2500.0,10000.0,0,5000.0,MALE,2,2.0,1,52
300000.0,33,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,996.0,1496.0,1496.0,1496,2490.0,1996,1500.0,1500.0,1500.0,2494.0,1006,1498.0,FEMALE,2,1.0,0,53
340000.0,36,0.0,0.0,0.0,0.0,0.0,0.0,362178.0,303611.0,92112.0,75710,,52671,10116.0,3300.0,5000.0,10000.0,10000,30000.0,MALE,3,1.0,1,54
190000.0,24,1.0,-1.0,0.0,0.0,0.0,0.0,-4370.0,82387.0,83701.0,85035,86482.0,88164,87998.0,3017.0,3029.0,3127.0,3433,3356.0,MALE,1,2.0,0,55
100000.0,44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1480.0,,1238.0,916,1444.0,1450,916.0,1238.0,916.0,1444.0,1450,1143.0,FEMALE,3,1.0,0,56
250000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,28507.0,138894.0,131031.0,83674,64760.0,52397,129565.0,10000.0,3011.0,3000.0,2500,2000.0,FEMALE,3,0.0,0,57
700000.0,48,0.0,0.0,0.0,0.0,0.0,0.0,280809.0,,224238.0,174189,121717.0,124040,10000.0,,7093.0,4500.0,4100,4100.0,MALE,2,1.0,0,58
20000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,36773.0,17288.0,16212.0,17567,16089.0,20743,3210.0,2000.0,1600.0,871.0,5214,300.0,MALE,2,2.0,0,59
10000.0,39,-1.0,-1.0,-1.0,0.0,-1.0,0.0,885.0,1475.0,780.0,390,780.0,390,1475.0,780.0,0.0,31250.0,0,0.0,MALE,2,2.0,0,60
220000.0,40,0.0,0.0,0.0,0.0,0.0,0.0,63386.0,64165.0,61655.0,61855,64966.0,66942,8000.0,3000.0,3000.0,5000.0,3000,3000.0,FEMALE,1,1.0,0,61
130000.0,31,0.0,0.0,0.0,0.0,0.0,0.0,80528.0,77939.0,78524.0,63421,60269.0,59984,3700.0,3916.0,3000.0,3000.0,3000,1000.0,MALE,1,2.0,0,62
360000.0,53,-2.0,,-2.0,-2.0,-2.0,-2.0,437.0,241.0,0.0,0,0.0,2628,241.0,0.0,0.0,0.0,2628,163.0,FEMALE,1,2.0,1,63
390000.0,38,0.0,,0.0,0.0,0.0,0.0,200612.0,202794.0,191419.0,81360,66864.0,66729,8315.0,6839.0,3000.0,2348.0,2401,2355.0,FEMALE,2,1.0,0,64
280000.0,45,-1.0,2.0,2.0,-2.0,-2.0,-2.0,4172.0,3560.0,-40.0,-40,8160.0,657,0.0,40.0,0.0,8200.0,657,3.0,FEMALE,2,2.0,0,65
10000.0,36,0.0,0.0,0.0,0.0,0.0,0.0,7600.0,8473.0,8793.0,9106,7792.0,7500,3000.0,3000.0,3014.0,3000.0,3000,7589.0,FEMALE,1,1.0,0,66
190000.0,37,0.0,0.0,0.0,0.0,2.0,0.0,70396.0,65185.0,53691.0,56997,55956.0,58020,5000.0,2000.0,4200.0,0.0,3000,9000.0,FEMALE,2,2.0,1,67
240000.0,29,0.0,0.0,0.0,0.0,,0.0,243774.0,242529.0,242079.0,243114,213930.0,219009,8891.0,12350.0,15969.0,7968.0,8700,17500.0,MALE,2,2.0,0,68
80000.0,24,2.0,0.0,,0.0,0.0,0.0,45647.0,45248.0,33696.0,40092,40946.0,41588,2039.0,2000.0,7000.0,1482.0,2501,3082.0,FEMALE,2,2.0,1,69
170000.0,29,0.0,0.0,2.0,2.0,,0.0,165637.0,173637.0,173490.0,165645,165605.0,163432,15600.0,7666.0,0.0,,6248,5910.0,FEMALE,1,1.0,1,70
260000.0,31,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3342.0,8978.0,4331.0,13860,1987.0,5626,9023.0,4353.0,13929.0,1997.0,5654,3964.0,FEMALE,2,1.0,0,71
110000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,38152.0,39214.0,39981.0,41312,42028.0,42899,2000.0,1700.0,2000.0,1700.0,1700,2300.0,FEMALE,2,2.0,0,72
70000.0,23,2.0,0.0,0.0,0.0,0.0,0.0,,47820.0,48750.0,49936,51102.0,52276,2070.0,2000.0,2000.0,2000.0,2000,2100.0,FEMALE,2,2.0,1,73
50000.0,31,0.0,0.0,0.0,0.0,0.0,0.0,47834.0,47821.0,48442.0,42550,16324.0,17556,1866.0,,1915.0,589.0,1500,1000.0,MALE,3,2.0,0,74
80000.0,46,0.0,,0.0,0.0,0.0,0.0,52690.0,51560.0,51047.0,48260,46198.0,43253,2022.0,1711.0,1584.0,1576.0,1690,1285.0,MALE,2,1.0,0,75
60000.0,29,0.0,0.0,0.0,2.0,2.0,,15145.0,16618.0,18475.0,17919,19167.0,18750,2000.0,2100.0,0.0,1500.0,0,1500.0,MALE,2,2.0,1,76
290000.0,41,-2.0,-2.0,,-2.0,-2.0,-2.0,301.0,768.0,531.0,22058,468.0,681,768.0,531.0,22058.0,468.0,681,446.0,FEMALE,1,1.0,0,77
110000.0,39,0.0,0.0,0.0,0.0,0.0,0.0,101316.0,104930.0,106053.0,108641,,33448,5300.0,4300.0,4800.0,2500.0,2000,2000.0,FEMALE,3,1.0,0,78
50000.0,58,-1.0,0.0,0.0,0.0,0.0,0.0,14628.0,15638.0,16383.0,17837,15791.0,15988,1558.0,1303.0,1757.0,711.0,600,1500.0,MALE,3,2.0,0,79
30000.0,40,1.0,2.0,2.0,2.0,2.0,,25574.0,,25647.0,24937,26938.0,26374,,3128.0,0.0,2419.0,0,700.0,FEMALE,3,1.0,0,80
30000.0,41,-1.0,-1.0,,-1.0,-1.0,-1.0,223.0,223.0,223.0,223,223.0,675,223.0,223.0,223.0,223.0,675,10473.0,FEMALE,2,1.0,1,81
100000.0,40,,0.0,0.0,0.0,0.0,0.0,89236.0,90828.0,83479.0,73749,68512.0,72518,3162.0,3523.0,,2344.0,5000,3000.0,FEMALE,2,1.0,0,82
,43,0.0,0.0,0.0,0.0,0.0,0.0,36335.0,36085.0,35225.0,35711,35381.0,34468,1564.0,1594.0,1840.0,1378.0,1245,1388.0,FEMALE,2,1.0,0,83
50000.0,48,0.0,0.0,0.0,0.0,0.0,-1.0,5942.0,5444.0,2464.0,2521,-1.0,167,1056.0,1000.0,57.0,0.0,168,1002.0,MALE,3,2.0,0,84
60000.0,22,2.0,,0.0,0.0,0.0,0.0,37287.0,,37280.0,35321,36099.0,36724,0.0,1800.0,1414.0,1500.0,1377,1402.0,FEMALE,1,2.0,0,85
180000.0,31,1.0,-2.0,-1.0,-1.0,-2.0,-2.0,-366.0,,834.0,-96,-96.0,-96,0.0,1200.0,0.0,0.0,0,0.0,MALE,1,2.0,0,86
200000.0,66,0.0,0.0,0.0,0.0,0.0,0.0,183653.0,167157.0,144218.0,137975,132600.0,121028,7130.0,,4282.0,4367.0,4079,3664.0,MALE,3,1.0,0,87
380000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,52956.0,63002.0,71599.0,80377,84113.0,86612,,11000.0,10000.0,5000.0,7000,11000.0,FEMALE,2,1.0,0,88
150000.0,54,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,780.0,4639.0,100940,3284.0,2090,780.0,4639.0,100000.0,3284.0,2576,2576.0,MALE,1,1.0,0,89
400000.0,35,-1.0,0.0,-1.0,0.0,0.0,0.0,10677.0,31405.0,26717.0,25434,6973.0,9899,31008.0,26862.0,3000.0,2000.0,3000,0.0,FEMALE,1,1.0,0,90
80000.0,45,1.0,2.0,-1.0,-1.0,-1.0,-1.0,17401.0,8824.0,13261.0,6261,6261.0,6261,0.0,13261.0,6261.0,6261.0,6261,6261.0,FEMALE,2,1.0,0,91
260000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,156882.0,160246.0,159988.0,158114,158762.0,159108,10000.0,8000.0,6000.0,7000.0,7000,6000.0,FEMALE,1,2.0,0,92
210000.0,30,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,FEMALE,1,1.0,0,93
140000.0,23,0.0,0.0,0.0,0.0,0.0,0.0,105930.0,59125.0,54636.0,51407,12016.0,60890,3029.0,2000.0,,1019.0,55317,2015.0,MALE,2,2.0,0,94
80000.0,35,-1.0,-1.0,-1.0,-1.0,,-1.0,2000.0,2000.0,2000.0,2000,2000.0,2000,2000.0,2000.0,2000.0,2000.0,2000,4206.0,FEMALE,2,,1,95
30000.0,28,1.0,2.0,2.0,0.0,0.0,0.0,26026.0,27300.0,26577.0,28120,29659.0,30394,2000.0,0.0,2000.0,2000.0,1200,1000.0,MALE,2,2.0,0,96
,41,1.0,2.0,0.0,0.0,0.0,2.0,8201.0,8912.0,10110.0,10817,11637.0,11307,1000.0,,1180.0,1000.0,0,1000.0,MALE,2,1.0,1,97
150000.0,42,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1464.0,2084.0,384.0,0,2344.0,822,,384.0,0.0,2344.0,0,472.0,MALE,1,2.0,1,98
50000.0,23,0.0,0.0,0.0,,0.0,0.0,42238.0,43259.0,35307.0,23096,,19514,1807.0,1405.0,1366.0,1000.0,1000,1000.0,MALE,2,1.0,1,99
260000.0,44,0.0,0.0,-1.0,-1.0,0.0,-1.0,16827.0,8606.0,3856.0,12996,8788.0,15104,1500.0,3856.0,13000.0,0.0,15104,16764.0,FEMALE,1,1.0,0,100
10000.0,23,3.0,,,0.0,0.0,0.0,4256.0,5113.0,4883.0,5155,5275.0,0,1081.0,0.0,353.0,375.0,0,0.0,MALE,2,2.0,0,101
200000.0,33,1.0,2.0,2.0,2.0,2.0,2.0,18726.0,,20838.0,20217,22896.0,22400,0.0,,0.0,3000.0,0,3000.0,MALE,1,2.0,1,102
310000.0,33,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-8.0,,-8.0,1624,0.0,0,1711.0,0.0,1632.0,0.0,0,173.0,FEMALE,1,2.0,0,103
360000.0,30,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,2711.0,780.0,390.0,390,390.0,540,780.0,0.0,390.0,390.0,540,390.0,MALE,1,2.0,0,104
,29,0.0,,0.0,0.0,0.0,0.0,83840.0,81111.0,83081.0,60210,61221.0,62636,,3500.0,3000.0,2600.0,2600,3000.0,FEMALE,1,2.0,0,105
260000.0,31,0.0,0.0,0.0,0.0,0.0,0.0,267336.0,264929.0,234214.0,169096,117873.0,79782,11000.0,9800.0,6000.0,4088.0,3000,3000.0,FEMALE,1,2.0,1,106
40000.0,27,-1.0,,-1.0,-1.0,-1.0,-1.0,20216.0,8851.0,17940.0,31308,12009.0,32846,8851.0,18220.0,31319.0,12009.0,33482,13785.0,FEMALE,1,2.0,0,107
,42,-2.0,,-2.0,-2.0,-2.0,-2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,MALE,1,,1,108
140000.0,24,0.0,0.0,2.0,0.0,0.0,0.0,,91739.0,89623.0,82030,84792.0,84794,10007.0,1038.0,3900.0,5000.0,4000,5000.0,FEMALE,1,2.0,1,109
180000.0,29,0.0,0.0,-1.0,0.0,0.0,0.0,112900.0,0.0,178143.0,181625,164914.0,145052,0.0,181625.0,8350.0,5005.0,5000,6800.0,FEMALE,2,2.0,0,110
,28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7075.0,15732.0,9285.0,1617,188.0,98,17003.0,9343.0,1617.0,188.0,98,0.0,FEMALE,3,1.0,0,111
200000.0,27,-1.0,0.0,0.0,-2.0,-2.0,-2.0,131791.0,17666.0,0.0,0,0.0,0,2000.0,0.0,0.0,0.0,0,0.0,MALE,2,2.0,0,112
410000.0,35,-1.0,0.0,0.0,0.0,0.0,-1.0,109256.0,15134.0,5063.0,1019,14585.0,5370,15000.0,4867.0,803.0,14436.0,5396,875.0,MALE,1,1.0,1,113
210000.0,32,2.0,2.0,2.0,0.0,0.0,2.0,61189.0,62721.0,61115.0,62334,66196.0,64979,3100.0,0.0,2235.0,4870.0,0,2563.0,FEMALE,2,1.0,1,114
120000.0,27,-1.0,-1.0,-1.0,,-1.0,-1.0,5820.0,,3858.0,6849,2616.0,2805,216.0,,6849.0,2616.0,2805,3926.0,FEMALE,2,2.0,0,115
190000.0,32,-1.0,3.0,2.0,-1.0,-1.0,-1.0,8121.0,6523.0,750.0,14724,919.0,-3899,0.0,0.0,14724.0,0.0,0,25000.0,FEMALE,1,,0,116
30000.0,28,2.0,2.0,0.0,0.0,0.0,0.0,36328.0,35291.0,36775.0,36914,33305.0,33688,0.0,2206.0,1500.0,2000.0,6000,6000.0,FEMALE,2,2.0,0,117
110000.0,48,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,FEMALE,1,1.0,0,118
50000.0,27,2.0,2.0,2.0,2.0,2.0,2.0,24987.0,24300.0,26591.0,25865,27667.0,28264,0.0,2700.0,0.0,2225.0,1200,0.0,MALE,1,2.0,1,119
360000.0,29,-1.0,-1.0,-1.0,0.0,,0.0,8140.0,0.0,20470.0,10357,8540.0,0,0.0,20470.0,207.0,0.0,0,3185.0,MALE,1,2.0,0,120
90000.0,56,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3388.0,0.0,0.0,0,0.0,7707,0.0,0.0,0.0,0.0,7707,,FEMALE,2,1.0,0,121
60000.0,35,2.0,2.0,2.0,2.0,2.0,2.0,3167.0,5601.0,5366.0,6772,6515.0,7906,2500.0,0.0,1500.0,0.0,1500,0.0,FEMALE,2,1.0,0,122
240000.0,28,2.0,0.0,,0.0,0.0,0.0,179483.0,183151.0,185490.0,189351,193115.0,197445,8151.0,6790.0,,6915.0,7445,7248.0,FEMALE,1,2.0,1,123
500000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,39291.0,29122.0,26639.0,22828,21293.0,17544,1700.0,1174.0,1007.0,1013.0,1018,,MALE,2,1.0,0,124
20000.0,22,0.0,0.0,0.0,0.0,2.0,2.0,13470.0,14748.0,15761.0,17497,17075.0,19777,1500.0,1264.0,2000.0,0.0,3000,0.0,MALE,3,2.0,1,125
360000.0,45,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,FEMALE,3,2.0,1,126
50000.0,39,0.0,0.0,0.0,0.0,0.0,0.0,49401.0,50079.0,50463.0,49407,29708.0,29308,1803.0,1988.0,1514.0,1041.0,1056,1078.0,MALE,2,1.0,1,127
230000.0,32,-1.0,-1.0,0.0,0.0,-1.0,-1.0,3394.0,8338.0,11744.0,9359,19002.0,8443,8338.0,9359.0,0.0,,8740,0.0,FEMALE,1,1.0,0,128
200000.0,50,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9754.0,55904.0,8720.0,4410,1186.0,28679,56243.0,8860.0,4410.0,1186.0,28679,0.0,FEMALE,2,1.0,1,129
160000.0,22,0.0,0.0,0.0,0.0,-1.0,-1.0,154365.0,130024.0,153258.0,29975,65683.0,53856,7000.0,,1200.0,69364.0,1600,2000.0,FEMALE,2,2.0,0,130
230000.0,33,-2.0,-2.0,,,-2.0,-2.0,5869.0,11556.0,156.0,2403,1546.0,7915,,156.0,2403.0,1546.0,7915,0.0,FEMALE,1,2.0,0,131
360000.0,47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11530.0,11753.0,0.0,2855,1730.0,0,11763.0,0.0,,1730.0,0,11150.0,FEMALE,1,2.0,0,132
400000.0,39,-2.0,-1.0,0.0,0.0,0.0,0.0,-151.0,27952.0,47213.0,121013,87332.0,106519,78130.0,20000.0,93000.0,30000.0,20000,12014.0,FEMALE,1,1.0,0,133
140000.0,37,-1.0,-1.0,-1.0,0.0,0.0,0.0,1007.0,3680.0,4214.0,3790,3357.0,3426,3685.0,4214.0,76.0,67.0,69,1376.0,FEMALE,2,1.0,0,134
150000.0,30,2.0,,0.0,0.0,0.0,0.0,7562.0,10609.0,14101.0,17523,18914.0,28516,3500.0,4000.0,4000.0,2000.0,10000,4000.0,MALE,1,2.0,0,135
30000.0,21,0.0,0.0,,2.0,0.0,0.0,27444.0,29000.0,29886.0,28392,22612.0,22750,2000.0,1800.0,,1000.0,1000,,FEMALE,2,2.0,1,136
130000.0,24,0.0,0.0,0.0,0.0,0.0,0.0,69353.0,49878.0,30242.0,31239,31893.0,32549,2139.0,1503.0,1500.0,1157.0,1186,,MALE,1,,0,137
100000.0,42,0.0,0.0,,0.0,0.0,,95600.0,87442.0,60737.0,66077,68990.0,70724,15037.0,5003.0,8058.0,8000.0,3000,5000.0,MALE,2,2.0,0,138
160000.0,31,-1.0,2.0,-1.0,-1.0,-2.0,-2.0,2364.0,,2190.0,0,0.0,0,0.0,2190.0,0.0,0.0,0,0.0,FEMALE,3,1.0,1,139
370000.0,34,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,FEMALE,3,1.0,1,140
150000.0,30,1.0,2.0,2.0,2.0,0.0,0.0,88590.0,85800.0,91242.0,88399,89629.0,94637,0.0,7400.0,0.0,3300.0,7000,0.0,MALE,1,2.0,1,141
